LH,b1,b2,b3,b4,b5,b6
-9064.25993065826,-2.7740174299106,4.64845082256943,-2.08303113933653,-5,-1.65255323052406,-2.19421953428537
-10461.0655870843,-2.71292758639902,4.41854170290753,-3.54837147984654,-4.91459467859939,-0.829142222646624,0.604380678851157
-8370.48903699526,-0.987959222402424,-3.45258316257969,-2.46794609120116,-4.82328695844859,-1.23096987605095,3.67223572684452
-4361.82112901086,2.10430264938623,-1.4847474754788,2.06162926042452,-4.80506255010609,-1.31103640422225,-3.24777524452657
-7161.48034102727,-0.675617780070752,-0.63972933916375,-2.37374245654792,-4.76117899516597,0.394985491875559,3.06789910420775
-13457.7083359257,-4.7999536851421,3.00263701472431,-1.04065160034224,-4.71745010033716,-4.79198280721903,-4.17100116144866
-4487.75999029189,1.63903673412278,2.51941889058799,-1.84223008342087,-4.70073624283541,0.0926345074549317,-4.84335596906021
-6490.39248309422,4.98478327412158,2.80022266320884,-1.71033012680709,-4.63380180134904,0.0543614127673209,-3.41742728371173
-13767.3311348841,-4.04309049248695,4.46615990018472,-2.78280475176871,-4.53476229687687,-0.840722124557942,3.56147849233821
-13561.6292090162,-4.12263764766976,-3.61650854814798,-0.564065836369991,-4.48807156704366,1.09862370183691,3.21010928135365
-12744.451185518,-2.93246794724837,-4.42086517577991,-2.88726577302441,-4.43688849495491,1.03507126215845,-0.078634291421622
-5303.28404064158,0.78722650418058,4.47678350610659,-0.732478757854551,-4.35836686549243,-4.85417019343004,3.79291751887649
-20079.1788706396,-4.16713828453794,-3.83623812813312,0.265265626367182,-4.25889743969077,3.57271234737709,4.79423750657588
-3199.01216099422,-1.07300601899624,2.03854005550966,4.80497866868973,-4.24467600995442,-1.03131759678945,-0.399347860366106
-4216.5791534676,1.67266588192433,4.18728739256039,-3.06365521857515,-4.16510283817537,0.590506999287754,0.949464074801654
-8620.30758839688,-0.914540011435747,1.12849908182397,3.31884497310966,-4.0785533874738,3.10115184867755,-4.3723024870269
-11540.0413100107,-3.71281463420019,3.38852143846452,-2.88452680455521,-4.05316414081026,-1.18515575537458,-0.419050010386854
-5078.01797514442,0.314630549401045,-0.271179829724133,-3.20150213316083,-4.00431234375341,0.265547989401966,-0.485042610671371
-14048.1163142798,-2.76053986512125,-4.2860564077273,-4.6311312681064,-3.93571154940641,0.92593832174316,1.76132218213752
-5108.94807381538,3.95687210606411,4.92479489883408,-1.79089076118544,-3.92353160515195,-3.19912685314193,-1.85074069537222
-8221.98999523369,1.06721630785614,0.977803410496563,3.27587431995198,-3.88679997413652,3.29279406927526,0.353841376490891
-5409.52392064547,3.85605406947434,3.48449337761849,-4.519153223373,-3.81339319765568,2.66312720254064,-2.09891496226192
-8437.77996846957,-0.731815143954009,-4.86962253926322,-3.75841782428324,-3.78872207440203,-2.28552016196772,1.64243211271241
-4559.82262319001,4.26285281311721,2.83718549180776,-1.52894391212612,-3.76184391144896,-0.876940961461514,-2.6866154326126
-16275.1307250954,4.99969381606206,-3.39810031931847,-1.20879832888022,-3.67701611700701,2.71737259114161,1.64595140842721
-3291.41492358419,1.1573138134554,0.310119776986539,-0.48123563406989,-3.57780078897718,-4.41263526910916,0.296848537400365
-6856.72722215225,0.533618810586631,4.39393155975267,0.0430416455492377,-3.54968483817531,3.94374354509637,-3.12216673744842
-20631.4148764859,2.7024561422877,-2.56310774711892,3.88005690649152,-3.52697032414144,4.51938204234466,1.55820512212813
-2373.94952390824,2.4351208540611,0.752073877956718,-0.4713428998366,-3.44281862134347,-1.41157651785761,-0.263523492030799
-6422.5124905472,-1.97597401682287,-3.19485315587372,0.727694958914071,-3.41218643330969,-4.98955914285034,-4.45609543705359
-6402.82335067442,3.46124208066612,0.603971506934613,3.86804348090664,-3.39930719797965,-0.170149821788073,-0.894602152984589
-8783.46638263269,1.66222119703889,3.34354596212506,-0.88343609822914,-3.32071301222779,4.76933741010725,1.06524134753272
-11640.6196500412,-1.11687262542546,3.32717185374349,-2.72260169731453,-3.22791252543451,4.72283307928592,-3.95779483951628
-8537.96863663329,-2.56335534853861,1.57453850377351,-1.79181366227567,-3.1927892241627,1.97398480027914,1.76828142488375
-10475.6739508431,-0.229788122233003,-1.29444136284292,-3.45173242269084,-3.11526456579799,4.5778036932461,-3.83194356691092
-13755.1451589816,3.67650295840576,-1.58882778370753,3.2460810453631,-3.09395943879615,1.22537883697078,4.82567270519212
-9158.47043539979,3.89451227849349,-4.65766722569242,2.4316735425964,-3.0316634704615,-3.7228807178326,4.0203473251313
-10660.7408918499,3.12814029399306,-3.72012450825423,1.26787349814549,-2.97242755949963,0.968997213058174,2.6359473192133
-10411.1370399562,3.41819796478376,-3.55222170706838,3.59769033035263,-2.87362459436757,-0.564165245741606,4.72397780278698
-4810.6248276315,1.57436942216009,3.00245023798198,-0.748004235792905,-2.80501224435167,2.86456785863265,-2.67933186376467
-12498.9936889643,4.44983006455004,1.26325403805822,-1.02378682000563,-2.73964665633859,3.82319946074858,4.10181515850127
-4343.6168705624,0.656309819314629,-4.34934174874797,-2.38020340446383,-2.67433990402613,-1.71834216453135,2.37695956137031
-4844.41256628537,-0.433619602117687,-4.49885052163154,-2.2157908952795,-2.60669711907161,-1.70512308832258,-1.33109680842608
-18363.8681508845,-3.76573018729687,-1.90290879458189,4.63793835137039,-2.52229260615073,4.95375795755535,2.5117963925004
-5022.66495126184,1.98274441761896,0.478291367180645,0.873456376139075,-2.46418295693351,-4.80694300727919,1.55830788891762
-6391.20315547573,3.17425515269861,-0.349877912085503,2.38409475190565,-2.41535695581231,0.0502868625335395,2.4770144908689
-13372.4552336494,-0.930585167370737,4.55117458943278,-4.22673053806648,-2.33638640071033,4.9246857361868,-3.00500361714512
