LH,Rp,Ro
-11625.8610218688,0.781546935288322,0.104512178463618
-11218.5627851374,-0.465049402930818,-0.308434196276303
-11997.3945300864,-0.0534332154686982,-0.730631335787109
-11203.4833027105,-0.428149455860415,0.139434770018413
-12527.3542494395,0.302565839456826,-0.788831666483932
-11681.4888222476,0.170170420597762,-0.248910905617438
-11714.8081102591,-0.490508370603108,-0.216935113077705
-11723.1588153813,0.483022510905114,0.08593864602224
-12027.4003019079,0.876202267515867,-0.170258477678812
-11170.7809120226,-0.392251603246991,0.760659073894436
-11277.8161328386,-0.79514471766017,0.502511656679615
-11196.0227091979,-0.123693892549702,0.623695390753301
-11023.1497337124,-0.637535004271769,0.235123385422853
-10947.7248585011,0.176353682272972,0.0399380362813309
-11891.5809740071,0.898514590981423,0.0504727813074859
-11522.6045650624,-0.06626546539862,0.721991068898842
-11850.0053521501,-0.817360158248927,-0.578358870032575
-12167.4351899838,0.66150533575334,-0.580593128913658
-11294.5860936626,-0.209376301566143,0.413404177551622
-11868.4462798887,-0.647565330401666,-0.196690869799156
-12188.9747115983,0.29598173478248,-0.509978762426956
-11567.8355009969,-0.17528215692794,-0.0469617297574424
-11687.0012714931,-0.538610335290386,0.58766395073336
-11473.0524873173,-0.411005954504755,0.683939388500094
-11917.7354605357,0.748661954240472,0.0290275886232558
-10972.7928832164,0.415909596983782,0.0651795164491049
-11567.0969161607,-0.0130336160033676,-0.173465337412046
-11135.0196392304,0.149098102421929,0.0938482395599192
-11211.2767516478,-0.178565575560578,-0.376888760878383
-12795.9162536187,0.722175384935791,-0.417312329719073
-10855.86407633,-0.242931703598645,0.194242294585453
-12119.8542048198,-0.597655683175089,-0.74144112048655
-11873.0867663596,-0.386826852708514,-0.517444023037413
-11521.5123696125,-0.466725578392209,-0.0082520986965432
-11948.7592203649,0.638426933118355,0.617732470469307
-11471.6092721175,-0.431775195730817,-0.641062038130766
-12366.3774369015,-0.796235128602562,-0.450017792363682
-11538.615084762,0.0728200508824983,-0.362362715837343
-11462.7001097978,0.711495106839619,-0.208615157309059
-11879.8613634935,0.424374991732412,0.479745949589397
-11513.0259790364,0.680628722474742,-0.222890859560748
-11373.1405904271,-0.551066945637167,-0.0554870732012785
-11792.5118252528,-0.406272515764124,0.234544185481443
-10904.4202797576,-0.626440388018155,0.621280198509925
-12021.6551140278,0.752840485286662,-0.680449613221241
-11721.0840517764,-0.0103411976742563,-0.0872618271218455
-11930.0531838146,0.350061646795786,-0.558648480707828
-11492.9930079936,-0.150606892902968,-0.350586599529726
-11582.2259524538,-0.169381895209927,-0.133443568573243
-11710.9603550622,-0.201049708682736,-0.224728403172844
-11308.3037182839,-0.375533031103728,0.72252214645766
-10848.4962737182,-0.132840717776357,0.551449109154412
-11699.3050389066,0.292765369751756,-0.0786778794297887
-11765.0372143937,0.220659091405519,-0.684785327043428
-11285.7386976048,0.0331170514017665,0.460942590190811
-11394.0906704774,-0.440557379276168,0.70858955681091
-11092.7501326902,0.5531494823393,0.779325559572329
-11759.9179010822,0.386551584394378,0.271199291856684
-10899.380451346,-0.00392675183779312,0.161977201343798
-11069.9350165451,-0.344144370453442,0.38331285789752
-12694.6852551651,0.820087524400618,-0.828903450707753
-11408.1667563863,-0.0352731146318831,0.367042338967962
-11648.4517696316,-0.215860125209244,-0.186055958648958
-11888.3658419446,0.114796843029062,-0.0890928039281651
-11825.6360495746,-0.220491403975454,-0.63183813088821
-11997.098661511,-0.636071837798314,-0.611950190753869
-11622.3108846327,-0.367446530273,0.704436940584092
-11526.3639578285,-0.719740497691435,0.123238794543631
-11173.2900537343,-0.16469481681962,0.509662834333392
-11929.8453206934,0.277018108592193,-0.748838349398838
-11341.8460346896,-0.236804895828379,0.494936040947614
-11320.0790611937,-0.813723008379857,-0.190341011777256
-11946.8193180983,-0.525454312093263,-0.893864583622557
-11532.9264306631,0.261643413526401,-0.00131991493841233
-11283.3606987787,-0.152449979452512,0.156511801683706
-11965.5052636669,0.3835823386152,-0.162990601334205
-11642.1735092697,0.0869833101587549,0.0683752917821139
-11977.545670883,0.361551486274742,-0.0210191631774497
-11720.0658339232,0.587294896180547,0.376345200914529
-11104.5839730715,0.0571728824476756,0.191196048713246
-11858.4481842721,0.458726925573101,-0.0490641360732279
-10815.5050083189,-0.136856505351589,-0.119761020321061
-12366.8753997435,0.433977764291484,-0.496967326501224
-10982.6838718821,0.0335646026548166,0.836261853348609
-11399.0503986815,-0.130091242545065,-0.381934070787312
-11411.4486557976,0.464505780482191,0.704288552395978
-12076.514524463,-0.359529358280553,-0.752554710727166
-11664.5675522599,0.348768654866559,0.0607143825158905
-11826.1501917158,0.576904483465903,0.275516906117533
-11678.9369621878,-0.78765253627923,0.314577150931322
-11902.4597499497,0.0576686858821105,-0.480765943336391
-11289.5648225837,-0.695322107529889,0.663680563176254
-12549.5836237634,0.391813088365525,-0.627143417037506
-12414.6838640356,0.885834600386317,-0.506769907555036
-11294.4345043236,-0.807233651996199,-0.333971097805393
-12130.5171237272,-0.262453954568542,-0.901246223229716
-11718.9330714573,-0.691643008072527,-0.35422898649459
-11871.447581777,-0.427406816708357,-0.66470461695238
-11044.5717455633,0.248251844227628,0.166818922063287
-11258.1494235445,0.26444388786636,0.151063757002934
-11165.1639147145,-0.552137570639391,0.632584123696852
-10408.0055975308,-0.542125962905112,0.214094705032596
-11756.679182189,-0.000843010926902865,-0.145811079717809
-11261.0328250453,-0.0989052552823281,0.0207228395646695
-11733.0981803349,-0.0376140663045366,0.201849454842866
-11682.2059977237,-0.258458876587639,-0.667138010583727
-11172.0498053243,-0.459130417349712,0.0694838431565725
-11774.3014604051,-0.0252161059571955,-0.540919834281577
-11458.4276555384,0.0897550433224732,-0.0430058076880558
-11751.5952913008,-0.0155024859023293,-0.032224554247702
-12103.8978778301,0.218584454921378,-0.238618604534663
-11702.4606749369,-0.398748871248238,-0.0574482174291473
-11604.8403954362,0.340671719696462,-0.123908942651081
-11791.4279069711,-0.837719475149571,-0.487357816266224
-10645.0545735712,-0.510873623548778,0.839151126263557
-11697.428232335,0.2505516420314,0.139224693671834
-11413.9571295294,0.54998450953764,0.808935289696801
-12493.092403186,-0.712324926903777,-0.653720710846562
-11524.8248386871,0.0169623977277249,0.0777079951464452
-11116.2061751472,-0.243951705932992,-0.320345930894371
-11322.6715610165,-0.452995469557387,0.32806183681081
-11480.6988987381,-0.557396916444475,0.174782275214568
-11688.9057778151,0.479254464137823,0.315260037390352
-11284.0899485855,0.564935727859016,0.270208301103817
-11808.1710034596,0.363804661780152,0.393075918314057
-11680.8952174199,0.37336500268678,0.830533378744568
-11654.6098808046,-0.621335152428989,0.0568496014017148
-11345.6983483599,-0.0354096957330569,0.824887250349928
-11749.4864450929,0.230627038177198,-0.614466779027551
-11269.5275112148,0.391067366196181,0.50209479642033
-11419.3193815283,-0.195629097876635,0.833779727097265
-11593.0900931856,-0.643218735577496,0.52614756245286
-11188.473611476,-0.660680249231189,0.462716787232982
-12091.2106071355,0.557069478807762,-0.646800429475014
-11927.870525188,0.338248449291765,0.619473859722282
-11047.0242223422,0.099464219168597,0.525127400340153
-11633.3780804925,0.107103051242023,0.466390186423568
-11772.2110129686,-0.911458950265527,0.0105886761687106
-11422.7087800961,0.147747633916815,0.643693218273149
-11369.7042820168,-0.473201768736594,0.747737872069583
-11109.0840236703,0.709440433361328,0.630408630413176
-11822.6339085722,0.262285212908641,-0.241225667678384
-11104.0502387919,-0.247594113780852,0.217867609159826
-11278.1733610048,0.0346824249283864,0.0397267678025808
-11456.1765473528,-0.209963496614411,0.393250027462255
-11548.3420842796,-0.36249615248703,-0.427749497286774
-11841.6716990026,0.335241639002784,-0.0530070989770053
-11906.0093095912,-0.240154110605546,-0.0851883982960913
-11612.0118992345,0.782474359821361,-0.508750180531896
-11354.002878024,-0.144078266245443,0.897111821692832
-11467.8558556572,0.385987100810921,0.131709584511471
-11958.3617358648,-0.0426764888385297,-0.218668041840164
-10994.3176226425,-0.119139914599398,0.485012510040018
-11678.8781139491,0.933820852410673,0.790218309130675
-12303.9803941782,0.783450897359853,-0.0427522196043131
-11570.3268584439,0.0834542640429015,0.142410559211342
-10930.1239521026,-0.052184903078871,0.0662677420917706
-11773.4007969534,0.678672871342037,0.0617080012529165
-10971.5448851146,-0.532013681062478,0.69274145601063
-10969.6372826498,0.0487590809254217,0.867861720287129
-11867.3893640956,-0.349767247748196,0.350699444455833
-11692.3898408818,0.0790987536582708,-0.606674221504715
-11466.7842048243,0.236161286099968,-0.295528624279865
-12217.8059841423,0.390802115600592,0.0470635496112908
-11488.0362149856,0.140352628054276,0.0416067097261157
-11789.7431553403,-0.169877475522154,-0.231065006992096
-11721.2603103385,-0.113064786020242,-0.509534889988861
-11786.7966961238,-0.3562542902917,-0.289927864618289
-11728.5581377262,0.139899760987102,-0.277577826077305
-11084.6047219693,0.209701536764372,-0.124723532807259
-12044.6225037386,0.442059789762847,-0.108074500477398
-11237.497787757,-0.347522681814467,0.276995964684756
-11645.3929968153,-0.68935741424119,0.122150408089926
-11832.852508863,0.637314682252164,0.308750969005435
-12206.571360196,0.309521623981823,-0.198694679676087
-10956.755617796,-0.312012876419799,0.45839690974374
-11674.9638712492,0.685815481276687,0.529090475668235
-12327.6793778327,0.619731887076157,-0.586542506372534
-11715.3085920122,0.305459368318515,-0.474238356174489
-11498.4154618907,0.34422383826584,0.873882679858099
-12142.889880463,0.680414006004068,-0.849338221129094
-11323.3548577337,0.0660558435743248,0.579566040554111
-11138.7332613492,0.324063292958785,-0.396579984329471
-11821.6300058132,0.554750784553378,0.460052489633274
-11624.6590119141,0.501217872427486,0.795195729913744
-11231.6011995306,0.720766845844281,0.815610453709285
-11259.5110483427,-0.295500282231103,0.418877367331204
-11296.5884277475,0.172884952391045,-0.380852832247052
-11055.7206167887,-0.0577329840013654,0.802750410592699
-11306.0147257285,0.304422705153644,0.635381485220648
-11752.7966163412,0.242681873467577,-0.193371170816483
-11277.1186909442,0.299522333802458,0.572542591979841
-11264.0401342687,0.0350299961476945,-0.37049065353212
-12003.8670345409,0.23516731161682,-0.703698582155648
-11916.7008156225,0.37547863077659,-0.457836053128823
-11205.3896929718,0.610059436786436,0.253893654646922
-11679.0672739996,-0.61664559129176,0.196391680700098
-11945.4118821216,-0.415931573916993,0.108392061148109
-12036.282728636,-0.813545091372774,-0.58693947256129
-11628.9488044807,0.0102409714030778,-0.261086084311288
-11470.8441120366,-0.175694999717827,-0.0745685792798825
-11170.9386361435,-0.0487869878857873,-0.0103304866207058
-12238.190530119,-0.213320415133654,-0.381615048971817
-11209.7729698198,0.18961378220836,-0.51960415725648
-11749.7117937145,0.147091339339242,-0.321905724332952
-11300.7908556997,0.609777980157568,0.0315922716750021
-11329.8019962116,-0.140509141991893,0.328467233197028
-11663.1319319603,0.586130890415435,0.315658970491327
-11438.8546557085,0.0910078015724047,0.422281452996868
-11900.6997526164,0.0348225914875926,-0.15799951434226
-11394.0693429846,-0.533359339575081,-0.238162836569319
-11555.0977646035,-0.70784939694905,-0.276990999445329
-11988.862752014,-0.257537254989056,-0.3400768912929
-10949.2473975276,0.829817756451286,0.324228868566038
-11598.1867632561,0.779855911774996,0.282769436570129
-11231.2564964862,0.143120232205031,0.661443343633983
-11428.3343005704,0.393438534199627,0.430068222205067
-11868.8505120286,-0.141083644081502,-0.676319000125894
-11431.3761405657,0.349599233067647,0.330566420250233
-11704.6489706788,-0.877978626585719,0.566602668463764
-11632.131010173,-0.285303492080772,-0.188508674501682
-11737.5202275374,-0.768589171081959,-0.377331501998151
-11512.5102194127,-0.108104293368142,0.254778877544385
-11494.6512571437,-0.753786205006511,0.533360521638831
-10941.9033202646,-0.68057566539894,0.268313969965993
-11163.0472866414,-0.168353457555142,-0.170402531871057
-11687.275784047,-0.0106097292382598,0.569180632852783
-11687.0536536833,-0.153784633267941,-0.236057041582158
-11596.4104012825,0.304692169351083,-0.206467373034296
-11426.5853270507,0.201369543063907,0.365785961863099
-11721.4830916954,0.533975073302919,-0.726282377714005
-11508.5727565134,-0.541489762546728,0.683585971174447
-11392.6281283822,-0.58311532058569,0.0203162621377477
-11213.0700359918,0.506278002450709,0.366277978436502
-11676.3766003499,-0.601244901794318,0.274527666278731
-12047.2476096274,-0.254224532409001,-0.159692010717183
-11728.8737271217,-0.764427150838127,-0.409728604079281
-11124.6776670892,-0.000230733255539683,0.539526275470721
-11297.9338047009,-0.166865296617437,0.794335387970706
-12306.4302461538,-0.641442888784003,-0.318016402840278
-11511.4189496232,-0.338300541133803,0.130311835349727
-11749.1779168378,0.264611251448697,0.403196309111131
-11574.2631581099,-0.104552206619826,-0.036383315499313
-11888.7863979004,0.129153350186167,0.0533833159502004
-11241.3201494558,-0.378050045050751,0.344135907375937
-12083.3393371264,-0.617416269727961,-0.489172087293507
-12000.8484667932,0.694454724840835,-0.466332835844159
-11455.4357108762,-0.0853408589476901,-0.309438594924114
-11183.8474352228,-0.10141894285478,0.23667456770002
-11812.2789854845,0.414691151878463,0.644860779378374
-11741.6671620045,0.205631584332327,0.620948308280251
-11680.7825311573,-0.194182080104565,0.815567741582498
-11716.4323094004,0.256559861038925,0.0148649452053322
-11239.2630594636,-0.176318393368442,0.05817670376894
-11945.1999898768,-0.289037299818823,-0.653432092003295
-11179.5560734177,-0.667597899262605,-0.253234728956166
-12523.0274798586,0.426645350735312,-0.434026366615846
-11330.8697291214,0.317582317805067,0.145401667592987
-11486.5737438248,-0.640067989762593,-0.0484009034459253
-11768.6036943905,0.000391848819556895,-0.289425085188185
-11800.0961869767,0.721359071160782,-0.445635028154259
-11265.5820898985,-0.639984176188313,0.433883390089255
-11455.6846295574,0.427810317498067,0.227137819723958
-12283.7417157029,0.611035422517934,-0.30841539772923
-11104.6118271382,-0.013522937960134,-0.399276727723331
-11635.8071298088,-0.475110014867326,-0.267562820752841
-11847.2564764484,0.337485997685777,-0.355769161534431
-11577.3824239146,0.213721359454689,-0.321870950041352
-11836.0723488011,0.674345406728907,-0.814173180341919
-11789.5305541722,-0.231184719176125,-0.285034733669472
-12338.6729358325,-0.831237511893259,-0.608958418117733
-11796.4850664231,0.141741955479306,0.959347521407036
-11810.3266692705,0.180062759670428,-0.620700236256629
-11527.4246007261,-0.326914905281866,-0.457725564308612
-11949.7982283877,-0.451848617273763,-0.62614029845231
-12119.5667632289,-0.451336626916526,-0.0925018638086555
-11400.1072061178,0.776352469425995,0.18728514414795
-11472.902582143,-0.54453586674324,-0.0354098391462311
-12466.1679571616,0.497133738528824,-0.761305212473945
-12280.766066638,0.440761837453412,-0.365080516557104
-11478.1724116383,0.26735403987221,-0.707076380352419
-11110.0783485547,-0.0288939154813369,0.58901444641225
-11439.7417003553,-0.185783406356669,-0.031753177494145
-11357.1063917591,0.0963174657717234,0.0908889476192576
-12206.0175877181,0.587770375029141,-0.0885541236085324
-11770.8664483799,-0.469871446291398,0.803895574901226
-11500.1640901475,-0.138370014333241,-0.0548441110036849
-11682.525107797,0.366572884488467,-0.40367368273903
-11442.7262046489,-0.535549575392948,-0.139292325115563
-11586.7562968735,-0.172016420964537,-0.107299081059037
-11109.0866510061,-0.736836106967093,-0.165833394959232
-11367.0728623607,-0.176899544154479,0.171906020843734
-11217.4287906244,-0.746361693754421,0.722762400034862
-12212.3219295659,0.233992487099433,-0.49604055399915
-11607.9682486982,-0.654968994959157,-0.492123949446978
-12091.4096857167,0.197302624386218,-0.44004133348238
-11801.2404308213,0.257405465584222,-0.83921278533553
-11837.30872993,0.575302325100482,-0.0682570496677432
-11494.1120088588,0.164730901652077,-0.633596163366414
-11339.4837616396,-0.134951568782449,0.380427979065386
-12240.2307991728,0.778673132413447,-0.690190496214727
-11161.095057203,-0.352344891484434,0.474907244480624
-12006.8030470457,0.625451090478933,-0.214979044768581
-11506.5938691304,0.356917082678823,0.223605837486984
-12067.9769877559,0.176422355820552,0.13495139038012
-11959.759401674,0.360094567022991,-0.919394864683335
-11698.7463644645,-0.111771172867981,-0.464536862856481
-11790.0444239308,-0.106663959918873,-0.723259404969456
-11377.5294751699,0.242255667829524,0.318459902181731
-11705.1258783829,0.578189294567388,-0.228878768623064
-11907.8416802759,0.305089009237089,-0.137295014659739
-10941.5421038808,-0.342309760046605,0.0588701669609051
-11641.6681316393,0.395324862390526,0.594914873822224
-11833.0277163777,-0.355781771621147,-0.538161165346097
-11278.4950391899,-0.0800269077296488,0.633991781431984
-12159.445687257,-0.439377905377278,-0.871198260529826
-11440.1557063416,0.16009472818697,-0.261113843557141
-12325.9005396475,0.442466710464895,-0.766241802493255
-11461.7181073316,0.0419652754599362,0.206617246435304
-11637.5596208902,0.364260609850824,0.305884295473583
-11635.4957127199,0.248886597876243,-0.570293684994206
-12005.0057164533,0.406075948635123,-0.592047329425829
-11508.1600043058,-0.586722024336564,0.467942816307825
-12033.1511428343,0.690448228627179,-0.185711183084169
-11331.9211593121,0.487677824346336,0.0234157563447928
-11667.5502817395,-0.157390155651841,0.124606736533245
-12165.9767439166,0.347324785861634,-0.507379954388844
-11180.2623982441,0.158538202421973,-0.846834716630897
-11224.2432533004,0.0557606536840323,-0.510674683875922
-11431.4236854469,-0.286253435340328,0.260046581836458
-11848.0892650572,0.41740111311119,0.0943915230551076
-11841.1478928676,0.433186541691245,0.0526382053628807
-11192.3476461466,-0.549067946301699,0.172161276859164
-11713.0574885546,-0.254017568135525,0.00591139518012129
-11139.6091782749,-0.105001799653482,0.73531597478009
-11488.5121670582,-0.8326894993694,-0.39735948805585
-11865.0261501587,0.639701813964549,-0.690254062331179
-11316.6488417066,-0.32301862268077,0.992309509900418
-11227.0664948091,-0.362878819159485,0.657676381835306
-10670.0231434023,-0.592199027450168,0.558409658468163
-11950.2730665243,0.600382429530971,0.805278678972497
-11830.5987528591,0.719746434803249,-0.242016652492852
-11274.2099540768,0.130722240775838,0.640288831388488
-11662.6717009248,-0.0228871738464381,-0.448336547371246
-11343.889123352,-0.435966679571952,-0.00778918686515928
-11383.0441551897,0.202221744208459,-0.0238809027593155
-11802.4934326299,0.266299878683091,-0.567057494396785
-10800.4252278634,-0.434291040797221,0.440687396599057
-11346.8160716434,0.124456391603282,0.295786041680063
-12076.0962444236,0.403997355799711,-0.331432352201209
-11890.4014365068,0.150504781027415,0.110493052884506
-10849.3849701905,-0.7325658656203,0.316550029318032
-11169.3354852725,-0.854609317646197,0.578876027665794
-11369.4245997361,-0.396748372234233,0.766668941648615
-12427.7973571479,0.50418479088578,-0.182388493466126
-11547.4484562861,-0.149850218617539,0.21276676869023
-11114.9231635195,-0.0771875620560163,-0.0339024495374322
-11543.966597071,-0.688496730360382,-0.120770540346175
-11250.1851711276,0.187353030191702,-0.0451812774273859
-12430.900663469,-0.317543677713984,-0.880626214036243
-12118.1151526648,-0.653905877585299,-0.484001134434341
-11636.4836654704,0.216246526541068,0.203056422325435
-11692.507498505,0.0438286900415796,-0.280191707984978
-11071.3999095375,-0.030958345006219,-0.196192208812144
-12315.9009267851,0.0154426174484419,-0.0813341271153907
-10827.3190238419,-0.201362981555619,0.482092234307993
-11240.1853443676,-0.208835143561252,0.332327553765672
-12087.2523728567,0.120225540055676,-0.255835695129715
-12430.9223806206,0.00225880689419999,-0.659904100133061
-11853.3630653659,0.319513050298677,0.37696003075823
-11646.1604211212,0.572207713466255,0.00884074352076136
-11319.9593689721,0.312871763527642,0.379969104317213
-11711.2669016578,-0.911602790800967,0.226272228381574
-11887.8653119157,-0.308693634951759,-0.480011685378856
-11348.7748187022,0.634134658635666,0.0931497324713926
-11107.7219782824,0.286108598755852,0.469694316926926
-12063.4318867234,0.430689327394864,-0.234351600591831
-11837.481921937,-0.128332207515078,-0.126696705951837
-11167.2009420247,-0.501226847736735,0.596662571853152
-11311.400323935,-0.471297096342045,-0.306466321376126
-11396.5559518882,0.116506494367686,0.505844760773484
-11915.5055892119,-0.242194561006835,-0.319050858316475
-11698.7816400661,0.665584520254686,0.330526444210311
-11568.6184989439,0.056910846744247,-0.00548012442103729
-12114.0178639437,0.0221052616638155,0.471089070057875
-11316.1012653266,-0.300349133740546,0.707579488938164
-11777.0826285666,0.262511982504592,-0.3161714391294
-11769.7205342242,-0.857169447930839,0.565260006486441
-11436.2043279283,0.110742449417026,-0.311446413940518
-11347.7371336393,0.149088340425345,0.158414802612946
-11906.9986655269,-0.0589626743788852,-0.272961787320879
-11576.1264087228,0.444505956725256,-0.155464878313556
-11995.7384693252,0.912339253997491,-0.732943731093183
-11286.6715598511,-0.379616051060171,0.555592851521229
-11369.0772681718,0.552550509710296,0.792362881490116
-11001.5550693177,-0.270736397240259,0.536972453268082
-12019.6039505268,-0.463579733887256,-0.12737980503456
-11662.2562256298,0.113237383848718,0.0625709757915847
-12213.386820403,-0.278751566681458,-0.725224671200234
-10997.8250979735,-0.957608372929226,-0.137486111323238
-11462.3959871391,-0.276551449704275,-0.599389475480111
-11560.3974935211,0.156285477268524,0.555056490342536
-11985.6416231615,-0.766038453971705,-0.216923751595615
-12129.9367733894,-0.876077400830198,-0.46852181121506
-11388.2399226774,0.355028787149301,0.570631413109815
-11397.5583321503,0.28462274626619,0.749248751179246
-11545.9145148897,-0.523065979180231,-0.234904472961477
-12464.9002564549,0.96273847227403,-0.61777413379294
-11100.4557267692,-0.109676958700537,0.0325715514774205
-12148.9187357476,-0.164096026297437,-0.431016341243038
-11867.6002477443,0.426570527177505,-0.0288603708938965
-11815.1877125949,0.258226906633642,0.461366492229932
-11516.0646331309,0.70389363958544,0.478285105437723
-11648.5560717506,-0.372830928953047,-0.245398580962567
